p,q,g
17724050268776942463560090706713799276016813695724494712489318564861701393702743326601061581019942116170342594081649267163411845650519700209510621464443388586569656006765715105774965545195951719295839300281460315914170300043662659004554604121796559441379386456433718866997387404592349776801287678851375130525125848779727578933962520254889807749643635546577477964864666233916777378266894594751593526591508306907714219593386428441487337544700397740193807390881845865867800885005361262451030654130472815495996613468625568240367600135294631303275867918901248787396650855188015399211499750437282679481320757627543202184289,63505412779892508167027215253799743468861084467314215547995614211419731005092,10901226923343956700986020239757954431699028382956152246436631909119780658434450939842712910971918266752898353086565372343336442928573058301446910758376379213359369230322884124665838571907128612533617468522000624946182620851601367517375963678050431875070750581720625101065338523036416250522634360876051330196528797424146075538059998233814491002615746637977156050608138541593558149990040744255848032059835385854468109770170969180114063491225197443547774535291409504964771671469882258903593792157378577466313679196309309394115484611684684132135996358879690731535498408866067556149362277134315406927975606545476170123223
24141378449687981351524362492431139614674822019623665315985692511117483076699708583946979974590752965308706459107172160684185315352031441320588720286570740521434308146932501171146908386290084888892030887693097319523349533592925940193233400291927636530189752863413800636044057865454987768918461640496976235598873351277594636639499947831317712356010006492202947432566614087182778830410663176279884517146266475312967116980857485351185466396254824741039486373852725608139994531138438987126702349448869911674374011233962725301376705302941401193115272443950466818206814742337396083798581835610565817492029159537284513593873,86498750583200059142399910843018652791993908177502064061211354019339747529447,21881382596754943788440433994245133694232551739085948603919110724035558968695581361908561876953467288683712835214234329768226391578686281478570703544104169799181906811766522051395673873645089500023854948392238022377739929599807977370815169911616881765434552867156607848571864875292469186672792502308729034955178670261865353707472888205822383074759415494487006341680465173840122183264229645686088566826130021793074466336232061466288823888003440606792068564414976915826151938368075972628773036949524834786128185676647004341844399431720272635943909966263041789912460088181279551568537070540161934123021424716133483424193
20446871379910558450037049981512771475532496928820413018890195062506497805896816069614491242034885793689819379270427430272264331888813954825177324783977809774297364097812743519030987792034183711211463118073834385640153048992734212815539454625528236388993323485936751132856118611916235662702927622847702287928002153022214611759547015720018688063658244467419137199548485049514346893845500744031102915540307383387656116869681798027991255476027924996819414199218914287420295790417644003388949609270585164757821255603233331968672574182288253969299627575164335133822502614311592399943790681828778128573949005956922915055713,73261302430744749305772552312221477755885549649798914036701621399220168456478,16195603151374768084013971820480311038943752086463248154276114721728890570362484137045229995237167389510084403426613716940147694347873154970942901588161260591214180720036541158633825176937324489965503953230965970159325683720647625414244125568254429187977454702647287353113622401657835771025419571334130155147220997986782660712057787072796005069585103711230312577833283785460660352602129143440110809296953142452761543657404916933908483095809298643310462519521565161500300411549857881095619847463576125565649336751842498629318862439065454594540047606713384123977273350360396710964700801071946596285602290262933941975560
30720838609709669018588612054793625837673916588864507431357073382053524469784541043097875781171679312253593054786119742379969995554499849301543161106991171266164395695953166941450138397239724223981698899136775775883957628224337678079653193358219783542391354991972847647251043855678139502702301674611152151992621555738787893817512534326888006920226885904092947278757173420325854588312283669029664176818608234697884989282107450344459328860887414354746250073403680420088601376759927067127497653696399269089422225887551980423360503768013409996372593762842483882142920500596643872140807015556067354602104004401616352668929,110073008554420965902684030297142911017159968626549932612991033862330811782016,12098723066339747885525166950301058029712208101229770382185647784944493140711422218588707495325663337991313610275469357379229439891176603113852097717089906052874538513114591443801843040689161653346184497554285109984928382406027623286749008333919087793209690723306111792260785036529545999164864260752322500277952938610717510737560927299668652018006102150461071206855945666354355877586043966158871028890717955156112748894247059769031329603972500900256905955293241590908636567102768060858365615593649872820708100676373333927808176096218750017955891935681277515980787694073786435693932787164784598981338144365528279992041
18424106531840067475336363719278895308199107719811024416469287976530286491363323849905768640390990445069623883515294648657424078415800735838601112823826230783825076974696725641707790777895713910603068656324522810322752235047983371617015884162215600738151204678843930753570869746778735654937246039449310482310999491358780187646011509836915618894380371481223366082874853073085610069712413468255167834069427843564054188602101054180653674958340127999847153818090139172111187917949441770566731552321848265721417240968357868176872734160436555865642612444331641376628356169044612475511955373132483923773223090945559859381347,66013719926441837757593033873272802329470708024365261838904934187765334357573,17606504720103211649019325792481159901552564862279722776791360904187372146112646108855676479897001258094389850317646986827810569000334736320356467676563572936613381842394361889068143914418193273382611987574224995117730923267601897578423985579039341667650264642368964948206722166859986975332180938620123268948995190580224933572803390324841430381733911334409828661987956504060709173051611333248651607788086402600044135578352013015955226180167076426195639154738047813021782438689732868284364320511584445037725690683398672114670046836849644317827291993286279829314396577110065963239311743936402497691823203859837456340127
22625304068425499086330999273279408213308992063470336875245181174893900097560638202379572548929743825194757348812333490056959829094237012094648413478686945626932752495307004258313027145291219041796296452050127344328034785501675068532444010857262299178968051475230843935990166944938982749867731160240510753883724037650749987390121803668409956359828505101600667254357000319529694436368534713229408582734188928683752262860568139521047297647285659707706217040599936658061961370325989780438391907229075650520920119028737598712483018545922027595116100618763453685995363477706583217158776701958496923738122053650572306578693,81066644042817410644792795122350897915072711108885341643922193372151138154439,20232976190780669035717879774510948471369656975177030354289843807811859534419092234135227428828341309551961775928664721561672971096120550878938910535581928615885588376449103879791059494067867036923402051540288167008943902687604425260756011853397071117296682769633790756023150265917170458352317231704018822657499276270579500968358965682433627411736718871160884519732594876967333781748837048084585952717095014754861028882088004780263944976093060372754965311158061675183630216350373930427588669801232871874369328589332466903961292519041784415209055625055172111172915072395175846131383893854937505189415919207103612653038
30309613418334196748745562706902105675572421379387930591852907011212247089456794908770457346803202992622179235389582163755672522845818496906605393381459666262833604745871085882839198419707106135680523890607703479255761053007842620672409747464084270583409735293275553778328004327677181940211118928961654069412212809130843074814224794950230823501034850729407583813564501082245649637093815267957505382658009248228896784282983717243529551830598916196953838950888766194542043190577940667404339310952732142946655213258571226302243973199525819457563501717103841358306750190462774389857568374961516676269881234383667856669953,108599585430035314948937013575394877073534851994732530402696838041754973307901,8747829351222881414792486656160478341012841791840697713917082877695653501006352056041692241645193321190309797623892954457840136113640974309162046287388845065495474064380765312856441281035766086280086036930336065571050641426999283498315011114664360251344631932088925071273531229789996318767092377003144692631111545324732981962717155185435945952319952610262521670515351220249806662524824961639404191633051511283382839492417484799067603659353682844586993247014123789761414136068085143991414312688935834028343503117583969884369969543095485277207601342460049568343663999334933746359923073238968029691506966788211562113523
31969761173365567920797730278961556143905166992929325675649772824690030826008078029127522387081405931821715425779443102788215066303987615756198147590859772747311304791869839569912120784561612769179484250052889405321042075262629999282255744502947727237452538355863626902723136551072638967863762832806788318328680495407758103547483203781731086299258354229409251049479036773341639182827871632582526427846365469505421063443351185375703491042082441462655326910553754927409988587684934269230517423836560025121774482428192805505861367663531546125052170419487068593938561803547016115506027075701852420459053583565171467406071,114547908012069733686144997248716953577109504013132044057838973241810778474495,9109654481833576773606029999429846856330174991866146275972999296409740883848079046274872996450608512515960817061602658165294703396972877836497262510732354188900191477433055873712901400775100622068889136608876584328192583056605892705131795427121412301025513718976660057323138736141724624225759277120786495854278049927429923342069190569186677939562677224359941314122543868835138143014669428969289595154885945285710611032173260961414633727792335264789505738969514756043564427467185817928482291724741158347022197682175290466375436590246224088835240685067502361842607879899723495362878014104485984735099307396342710278182
22680410320151109634907260084306350704966831345248288664061798230015937725205872156990925005099379428658601775160655606288566047720557951125176503127730622835940951096638716861563630826994042295486644536247869621140890868701778768327947236931767134113620421574479867955973036029487058813885472635505170559945745550172147765897154889102645007855972014573270679570038307392844562035926011913850581674869397120594628211780161830294534226048334088339703026916854029893823053176917137343712623816701327628500144555635272595536843693795532585648001490203115701010380926349006928194398434234908960369265450284658243799759717,81264090180100852783162271853641325378381610582591854392116346619356750885523,14329169694952960838315535565235436299092645854653951730943805904669527340959891437018897823699524112273881154488538345325821983875845008043532176208390482725193241225274088472373832000587659607246492917048424621566005984693823426780993612626474473640400787364476613297143478690264505244302358271813652065774479302248460073825511859367730939251131778546289010241737018692897400550257944951513354118325596462016552500750887922462705464914012787658435361077749970030879018843298110893602100427565069409137171094573293357717081548579757300297214411299146103403554800065338977700333645079582943857074604795357943749618674
20047619043768883047921250965670968632545935451172019083614892665958531433101790639124896174842313894497651175132120443788751140857545579580950860475038698264370784547307999939891680725825653664676042565472709219379895910157569022276381625153524235749586736171806160035410513280939616985694414560556310441381260484578816375302997893747698752457168829206757225199206026316608761439196873445258271349585338898526127040100655462006947785296910089138966688524127821280635218600391146337275218279343443441642423767240034045717117849476408502369339199857756516524242146277913761818063369036208294213678018123887287052321573,71830778141684317402613575811239799298227549102588498227015353021404897496471,6117706252060497941826731441292042112356575180900953872014183920761030587450890466870363120185402386103715023305918356974727082293066598245538700691795152793076284013629838033174163466895798867029550272374509241681617072049370148154586065535403644285416402177889897881688717843444548798285657659248893080843599853604199579772096655548493442357928283685708772796474151801096728966344053437386123226145174069425592839632156525532873557816811662876073727056935046018772985796669027620461796489918870029321902261883332072186493764953492602911593823212811416334842883063571080437996383874872382882507445383350548241501337
26262433527278079497531018569299890985032160044192613248776824062962749206481530519535787314389281048637778722701733385594379306423488055905425547338811624101688775061383941973498467311515693517712856665776448035536497362910678040544140474057657556008122800620682811803772932163119957208463944036467184042303323633096620900375787283712914530580047715078042217079322459700414835877646873493613572822814447765593676026162466580321353981398085764190889752005727442068429632522074260534418253164381781131607964194551994754399601521082152794401792618840988740114552894021443940898223243718599416400492889618813205025029609,94098507759951795730364266137792338727281924770719105810894948434794338604138,4202118419711496000484622710693037495594864789873742220061192603402222865585298159524835859235703611419630684110597565057618126335220855107898949099734073691069255989246705795567909298576731103873233654602848023211136357464373303061402990890258555454108722148156602923738307256983435745187487724305336953594681866292195580330445235427712063315545058065051621351935303429297042129422702770481774012987152726233612399873458625718299191868557108781557452036242548539606046115037866753191261281814529104771522658722678034490698863753368828073108943558961260081519519614213469570796739999472108127756125811103043783576629
27735223039883417574658033011685093207600631473091782754069048656436560325828486395267666331446864058581480546387253429590174979310685794217417182164690974405138235599253011739913088539559775399575988036065464176940722552622792411824258297140128606337628391252008744024479437074833272796326354786883321144105222087418862468083772772403620412537929624264414487553929475417605301183573546541496604872930299747818871660790782770548025764500757360324078590412761935858119806645239142790516191141433304784820230241616578016428661220882046872496787022037359404275359912782920697178019316500988004391383534338743810427829633,99375524272405683607459756943055765391487246846780992495786378922056090868168,20367690711480261081414306658557529028954021928820751826063407427860021427951899824013175991740736352319204469212018065478459450538631640532966229717763643120867452444548371275557345802143098835446593190367645652036349078524346426717144279613223139220301148453097372923051501187672374010925704408308506578660040578164121752397973413218048615556725955842302265701589436909178201396300897570708284954252878045598475414088933680398256198938733813414832385223995374329364877002429980846703533849510589256016609989140747988490232941006281918298645601900082904993748383961899794933827867574823796610815730338967393470709063
28447149779123730390122594374862995475937929964688346831567983265507937806053709513097810983916339939550458489352626948353893720229612073209722096827289374829965157002732714953369415516820535692645676022800865921968803763556249561140486044647735298118305360494072897464913228958820692379241600443344565875399868120807245573438213000844053036660719896927433177307665607564180111808943036555366788571921099929365015248214900369871837455028694892691826596508532198885866691370502963109127901353905652760380850219489326132119036831959971596846007807318980278726533433563515385502009843932930341420590362860884992421807149,101926363429307870937317341595719097890993614932685431108893887484686915634918,14306722483064226248431612059003166701934273301430818068698626952251078682300722328055649799051779786032778820561230015026732014139239267903059978282692139162794639186493019038885771906870328170714002733256365299252788703894043818675011617151920526435147998086066775359353394326970593686797123401615085348150887835206036267387129314971550638960221986848909851844622822420222386830819194661032664284241135494936008525808795659483411687570940397240729520150587966882815356203999505474290463148787286231426062365444514356479839343636318650869622193641490082395388685171658318250829418393690177705527186574482860327151803
20744704819256069347457487358847844982368079626303257150981477635998746430729737993264622311497577064846843247137243032837017824692062473959723884532739200746919957956325626612841496677323555969007019796945008053258757310045146569388625686820809178044274580817774978293511507214551766553067788061497257277342273895569128315077385863291770385299009775242746022562826545929400543186351294507064300246700951275634376196467894823728137453939933789202448718672124207313655142375967260158843199724812112904837774891863517840511088705792381570769905413668008828525165584853129678918632197359476316555855982045070063062541947,74328442007673794035927994355739411840370012178031998055682640604507949676179,12767635207359470850954104372685866474602172571151558541010820474175238581320396457915040944725898307903326683768550291273421905884797693089852578549214500082231078526603720384379940998528701936446792838892868957497125554293681106719590448578634849671462390218997697552247598162009128766120235835850136551251358129619707355880564183464610317484789297985565351654793328234242640909026677361015464671663882897856652626892142485774445520380621463449318766665089409678091200841259790730094463767435349909363059853240746025607176726122149513449508975578071715226231071902222414379982522794866207009222181798200407737497353
31501436623690634193462045723619995553756088834561114578432681147458216255025573552549802534861579737133365808406658355832165236951756716459077913304748775216014581990648321056819885326076557863741519284409654907692483614112986280445068837249890744105081105204312172462780276039880086908825119808762378524475333508408332759775595882606853716730235308861153890464847298677423773685369024918120651007640439832861866713789791145828029637186459540078431372440395214876680238303621654759870103392429858996642840800239416178795375870006672491988167367294675877799283252390273336148807119964883190248947381920910773873696073,112869897433728249237545972366480338733662146732646451446369034830153004817347,20702110652501901467716766168504801484035523159889084489565597141193509319781185723379212415414696179779053062619096254712073189313064002106259252242725681537758334518795458973451093002999066129327953172313094482145680721075035420179404475455039552697051312386213516771154658278426508112167994057276337719462388321572417204138958116465320697514635948874152290613043737346239865389012385709338456773126327515672494010296790057690251045999522196177851195023892877946893347561719920063708742246475292377826622462369612824760429681932894894625006998904740871733534329582323175550675677156197426730232499277771488527704057
31759658809987069056728859909043940975085172137456636931292306274824195073905653109499307249499909122735894740689502127029643715190553094072663712852663549187808333975483006180070786738548910858921898121400157715130834813381345310443564484980876678917813403120072390745760080796340973130555646814438084989658652475398038745719535769154638881868388862942715601751585598397436079515623904647165245631089239785793427089153278393184792045231634697432472466424641713705541315767635965695436310340245434888353909023775368614026540861480271222792037313887500326288934800430596955323105692676093824928118668148688862806518743,113795109576607879331383282397168958519576015510525776769384212616830534572601,3269715390590951867172068377311178552748152823656903952279196499909652185686603834290509429353069831646569733749850345109618012149377784460190790317493276038980478792443189708021667995123984440693644700154897513002270262293855732220633266641874258817708794220781226897216220490397781917714389105874576463062563010478334717023112110735179343713896796548627438547040976049849152108647254131174738648362708770491721294231987927190811458663225257934946471272978086437392257673351907217594443154578467387010954849861802844358554137471498968527647369105474354081636354711437002782804419899897492036804727893254226322167950
22669408122478896198944756356559175164819709557918599057733190157369315772896287612500569103746952301416606939452636628164770831171494568135220064811779797967586439850876128965478353269518180708739113024139746451652360702677919788474059119210544035801613530609395047333049365924485681258379105074293568818156834360722504656322454134656006815007350237767981393935078091547398904815565058691871563795446424051760485841220745277900916707503106074448919328387635197756476858482212562760307026385645505632564873452814381021276192965648714474722476288638837136396596257616733557193743419773036208358731400435226521120038593,81224669218522407607334037973333983442332086823245115734508425923459544569426,10234671962240599740551888142254784424685781511011171199576608124396742279826351133640296547364483139550115902832858899058854588875774868858188253146290827266285515393801232173950473681209852747490265743103810098381557510029815769054457634591689255425395847868788682584892285929844700014941689166804869842086677773669344231685070116962445150493686389555219600458643525525944365355306928930756099678325951761215562703826553199395131947065803830595327013544995017239293511880666226609680721773971790195118158902085142358120520141968248794331334803037975085449014500348419192564320473565548096703880712743982658603235429
23997234441683159795437138351531596225209892686318711768424686989252943372053658725407591092992835407037306773020492797048894067705809569538555710801269283642194776182321275593816605941705465119987743962823662846830555734008486709194025396049451733643262003929241269168565114473231422680510430501027977680086406972604460245405409250336295680752622640668498392743713678300196417289891564682964871240511745029682061858140734359834792890992009928496116163666798830371003689110510169808490345913297857171714212660065022084247803556791078575094670918764503253808120730134014205052407572790615986777820077161864068635736937,85982281458520353847183173374281934620674535426675074408171494600981270124949,13314221905406958670817443466375445918433254056360092566596672775005289972305662361341695793804295304931927348422929225561205431747359186047818222167418092534364228506195103311211086231170670551315174880296492389936051758485477703132353239335959931858215442008050999534394312909300961239677852555575069474333115896581121623739221235869014068102508281695345805810772483567738025951539518022171109235942181611066568684767197520373458532914792472552842197726820203259249233504399861800640119936776615804969598034305976052501679316970165436060257490681981327346130259916265265615578006353386185526323504139997546222320242
21354002778110572772314417088954181308421853582472241168934062712421467553264891317625379519729222653851161269554468471936720966163449969778395232727971873184678795488973445685934112792771516896548540033461125850778654115104063761912107482719107870867211375446853462779922403705654103518698033326830263443901773387392734982893654125209024348819138195214246589493554924748202470352770258142297404857588831764112318176461957104003081353757217333413872431645223133864645705114164286864496177806767691612670038199614732316821310496729054311166603813919410627247531476380006039443128535967936864498765047872654699665349889,76511561429940659569106772606556564477138598724552375757705696862325733407162,13428078224519584457221480574333190495561118788142464990755603579579705889779620590439935996857693626718497417659026651734939038226690211780110406233936484949794275494645877272587973599029920998415884986249783430336946518314032587831598007716889781794091649579771612035711514399082863663434308283380289873573921866841813661702692745072913378023363074349552302163479108181907697785107205793302424278911384607161452418611568690902728005088051892674871391133871664582649112298755676341145123897690149463573214602343986490724012650856815459300665073445356798973128223616440743340977704212693075816921724268897601298846076
27225552917239808365008063485188335643420647474238093634717127701108984460837467304743187597073018441554629305714513859966790319157337979355197927009142658037140570429000062413999541947611096330778200323493337795918991620106678068766662814635221288007015957614706760692422166124002143448722258264586947630396033581849610240914575426535336465174081903211347121787053253420205498857985099150998206344127948371725819930115432423695500839343906977654628321638435754639637241332155179334758985516748150222982473171679782606201655518804529506088411723534139216984855009696499758298489755363483440635712234007509091482099401,97549372177978435551933269252045380137200568537613682468462304285460435545206,4663770513527201534131196661114633515230674228289040755424096186355672601260130108543634479779362376370353898232747110657140458486361404718674933278610684520303739090015937436015716864786955703534143764846636838564895260599034092960672503205990842036229354296757489510019631861602077093388701402786833260466994596936142040844094104337987174252576721898072837031943217370113791506506353046723280547247332232158288497162373784087507082374759549563331613357554957065121915780037171349785726318180466443582652733687410253195835907049077372310086633320600072247843277695235159676592625839224367008566941476864302985067538
18724680482515716005252787607992913023577490660868489233843738315286646899125492957002501262920893297365974587564972527869740255574497768049876815197611054890692809210485975597010331802057622778523773937433175696603638053156128372472742081791098040110207823435029932798743623271541940491002482279243462874882334088986460136442537527251210309438391309102584169186684501219267236897543292679809208645111944331855797003469102274897491584416475544619785288987332236277153805346473379183380782888579839481222839297870658448902375031759008235626019409136922786130548232279518282303898878494897084984223896993810644309164261,67090678777216824483046317766686944693750704523189305368209163447107133696355,6617259251900366952086582038351304107491033474479517772000043898556717233898895772696484011723828471367450097298295427407144279796710240658295052486282299682622444634978167212614207299137846733226184785330097236817936439136136512706047384506304589714428111368557967495431322568653928861259429873523616440929130201723873212711697059596901799571326372517922853203457570883551038433116383137730554753931166609557315768303507988420566813989711896856830042584149070628496216476631088440628940075141616908846300696792272822461534344007502941769466886740598064661192767965629702496360023462223705164818664830342971751289640
26611432095210440672271162922310303730765697963292157447896609570537078311723820555475405843750777717774596102329619597204980413224618052196080234412867187341789453829167962934051237933896162693127468069986718131917125145663102917530111394216532892504767710567278007485315940969134693143536600362338197051362448043511297466528564201895575282446826097426162504642486134725319902794999970790366918175715326729966016556622293258525689198435039487741670799384654826204596276214562128647498029795395851716608331990322021681803480693307136124994081504190653479464608883378225165746692220374719010886333129752834384537102489,95348972398679394150033725112447116459171860827436262049438156492133563022468,8275487034272959532042962169048769093600795291276508573840291532209366661414387801503482426357573093480836842198375385062515105730396247553801907275973471660406536315228829144675026645019061678004591853842276748474089903311062527003439990458280216101923224703151063531073697802189679144828069354711300376985094046843308791251565134360741805025268321405642421559211057940440715667307360424311333941211326543302404924610496179340330128085481407302652945095873808074743880006778304614953087531439152950955653625561433260809628050761488590750149801763237129052774839362924660554483661514100299831328557969559802337194500
27501491454139794245858911881436768983195332099840136303813310466314872526240269872371667480532277677870071776414460429326005197927903076084996399189044250261129297293334178952919729983696290098341249939922598328358823428036783936543934565986492469569272730296322860445423112232141671688809869025963923500568751305061789758009011377604250635267562579972689231754303203842891854127184522465941577724182746446951406962504972325905335088328600310390807449455129011609871303701395883696441199677998489882570394096074026008651775957572078926172234939972145632894690601351908043511677188538919229851675777468659047629206591,98538062145676345298195869765751173968881892410740239547890542708412436580401,7489847555854011422030455256115813121737033293253028637137296777587319182814612787850484876205103938063316774937077662765891912666447514948394082692962190393609291658565580968769221548256285554848909870188136443225373227852510951578994609493749953433283145708204295032209479723565242454490401074419066964618820439156618832379298911924580458251104464808964085978804547468614967335397545329989917247835227466833013892116697302208034544588754660266571758148713918864218291870875508592691731145321681405632162981477531895355662269936138274686434329907044635036430044318049624846566517958651813849982559571789469997824439
22474432221971567102247812787889799767392207849239821096082770890039090131506709665660093829226401780388994869547227606896635340275018035446061581863449353440239250054229144555341232452117091234104947427148912191815800355267004750289889815931288799708396652923048161600124625003759425093275734833351065720830917656228007168834105202879126405862822161572155371306241937715510885619938199587245196525987781256152941533830322900226877285102050805394533746026689587404693899129324406803200048636092397459138250554294606404170277521260872906222259757153657302654263597336200794301713452041169891498522333292762592941393653,80526069019579075699125173147998279601677037386551172388109226897960254203729,19226939802852124072446574143390966306480201792171238748512537092233016459598711033012919482763368560158920515552985329923312584144753263700930292270198387707623233195349830598303025770421495076789128939800917730580202041335794658973417629982744379544603386515736626523581113256840025593260988374475903131435977654197205404154601150514176966492624069220933961467267141913190615571847304979062394457987351212307221698816279189745172161202551811310882922229277773121847820948368123714169003963540152458065972925441514220048373095279159661548804664261005137000720778715441450882389045767863644801992685851015829336585120
18499052038585348003548121088208930185721377467470333815365350827183329601364326089083429671013479511132670126417316741886631886846219842971583069438020597832304176223786194667878644361007805283508418379337478024788433267016315687363486135954494439515239370060339679463826954404035087841234478077220050710287275240308538567489711119135079405437541585596155200887805925262847135587943232397556360575143318508080867776140909273205073846809576355805295012457987263469153611586896264010613877511174446167394119131955354492403871093106998365992836125617503934254856310108938599803608234251236230505148187796989763321900881,66282250271914937473298401800052837547968400781202698171171259459218514868148,2529895284673954318339414508626246439347042595562988142039603985327037753637260145818898764180236378829394947569773715677132288828005936204600185867161685180406141105447744328311577857089371905482616400247298631887150610076449771800482564349273035190826285277592064093047575867623446564715979529869192254421690905686092952191705391251374656045582285341552106940059020308862259593429941981666366193755436925217636388475250019511991658716155723418013555716772416881425571231581331587900466351351307094515271440037752378115551640642942772017634833894257591611338849453905377700064322898100804160137950451705861210305797
22517181048083569581550879239918642202950005040361041456582021787028265925988535394288517337659972379899329532740668575592711798923546417359953656470961052088870240055468608478815874857550882349378060843052658939768098907956923049005115635461669668719551271843137423936230397670973262867343928941099030375968629266323233394434770218692085485775343407182162316838656723866371470827355128947953542873582209194252924778112093312577037797088948791018326889121479137368937016284796848951130603884756227331573474107245353031914430062284960221274335769493468974217891679413966638100388900272746350938500440588399101014975649,80679238402814293739350586810518098596544799962125805710546697194665366424016,15934762816205338712632206368500942195106828953992215854045119950190771263441809390312770023200471831308013847616992879975849413667393953764227111330250720632305827903947582348993913876833575047465898751894670428453201896689906541944625098644285734624437680677590810439565297948206663415813163624244255559379155144945173141680459853312987726573310858875816500739309337233248152374948865221874434571397243397044896272366184034900242664072877951497577401479504625063385510687113289091092998909734145673669111702993078089636440676384993511856447935036951499430351736723861607460487331800664938955891582626739409715900544
26870643662725504925805689101239432273993184766733488913277177736733248743247534371885591364716622515440619713687450628834590457577770202105579924299112094892238550422383677243905906584944971399209841175396730163460927159630978868286581462930010665634505996486495865797473382627820661793276222724052704225302656892845653355834238250878496282389471905440855794419271912782295708725364323300309110738384509987981844956854491479844599132379910763707482209932215761086159884783219882413531506658517234551863869207552147823818248741072936669735392451907987524507416054282338517066925464366117969358839736641088728864653849,96277729502317594028460244505938029466324088140946026630631121571109849767153,22949416141585566541162238976172371628976719064678151839875586250977623359670989041521866498880090029185317930439156513556247504260049258058162177560761150600009844281994814084025150134271016349547157460597677483583790130716632033146164631764243402982264948328327482942665337206552932648307824495884249159238308154868922930199853638277112204301015435629526598786763692097957232606838270104096397976387802315246932475959510036068752646950093346510778491124544249178996953492274392936337432199011015025656507774623496003908348072289121458983712679209169822821483313762112653655136793003655230190997579974774705376847743
26411599759151970935511144714428921871734309014209093205782392016916630525427284497341189706998305281513645120128103449160755561192418642118993056401619486020692005237525975600187546717633991816120556228576661858047930930335311580073273338615204736091442703188911588637808068181218327590302674037606694680133516351105800332666554414867473491541570143910191406608009144757784633239210447781334127732288160164812147344241439334512328635021188119541493669503145742791754601750938482293520743448626430454117090591309122766957014414973650098806376308303756062506422903504464756181778992095344066030642078903048472042816409,94632971552613241081349650703998954498770756167042871825272178519426258294764,14082275601560245754845154768287976026626536680622019567320562639132510213328339150728904769778240498248603198848843180795265939658004016848808288245438205145700843231785976024837682753500879125476980895452412873873519728518844783035894078696898261909463075475640123529052630593471563645232045149317267527722690393739097282029697927743812724240842001011096154783720815384822157187962479324017277092929163992967711840300920577239918194387182908220304685753465402459096937068123126796907041155176852279738277569334902044515433663046439972849215036102571684993065201235051850475590890270514844960225816967543264196721693
23225195749957464965590325337290905817762794422860640712438580146529492631782541338880991145232947250490288962125603112301479783847569771589318034247225026710960923731026498627494309159518113245559154002376003962801177430072556989673828452552169213215180090131903976701286670723506429590894600877051415534443422135725409962328590111996045020001420871449251160617130334229745664029296195608874045259110271797860867307949232283487389639647390772417331193537121513759086428951532424565029546483404958734556136925854732506254056429903164204317647109988364282710555950117972311150503470461187241048120465034746175868815461,83216060698784736148820292472319939032610228981649629079472061678949010803410,3645221478912480809171938176095133853256435108507338146715481551274150519550434312833064062239415232708622860478306206544981176604349664879653312309268003372739336188702516522149092136802665318579808383635081705149749198526609627885866384261271604389100325145088616408554815958906786707012335861053686681515518003846570810358874171246773346196352052083747665990815859567348994014648444931099422857501471730558101701864692137478051840641747118407112978756644738647907867541521296846780807348000382114827795246142735582851616686466050592170557973421731905086564250993535040369736734592623980301986639463175791122184512
23151273194295519700019133896955218370428097942067026952892031325775233564993573994898300779480307736694421518660932324493124377420593798711640079119745620211365459210509557540640412812782168877112710759224913272003875837549817073675535220952875469773758629023166819884406061732550615508718399323339667847611636883011904568515429320623576401783700383588359263140247899377374004234300338615044798926788086553510854306172229375935398341230850799833779340581069380086691660734156956775589377532993308236016167617854766891660807067271593794629840160617790493169791895473537533980617573525447862432284872116410159168047889,82951195595161874475567716091368354086108259039999587568829772083314992205114,1374893059813422246528548503272369610909680715893987311704271501220670857242667731803589503530998890364562956799855459832601216489124143454312599390489464662945365909355959958113282492777869259872242992214795088094867102858094520688853203571868188176559019760635464037554131555184539592996724886059731434407283389376639451081255450454172191348136366992166874731573982510483598510618159037176311157512605309621846522183419991929298059259929394508720963394897084357653252992595365964649299754796213607147069371545549611785186985691066873365255858639935350244707833450084839018048278132800945376439198245313775329048021
29668772503345442281623928255323169309144483706013748271220440395094063807831285930262520822294087346456711641096225866135301070724524103250481746410976615871606705207301731774703585048748792653938161119410293472272169335107434037557478318849339257816039355581153240722147586274072553872358565039756448137846864557362044610621619256562335213827660353883984638685759696996818271376983958422984643836845408389076716709901677805947517906801350392870995113955071493790177319268286967692693200799471033758163424163512644257443976697681149836926401840015287063186797588952335851112335554831356244925694787809296780448593409,106303447345598863769941969177935263196903620509936681626939698874619178350112,25400548261500132809447971250707193271101068892875092923297527952750415428061550301712228110017073107882075631745003381586422526528762199089172006709335998634158399940897882026710005964819442977304118889080238747045530547106558442403191427584671327964224846046224913135036369140401148258586508563671967242058406383746960227440305429261749080735491663842843816053871714308827255026342628841476700993322741712126493656526495329225199827613764655416841293944324899847080668045906590041652271394728288462030875525079859683181791734422201667605708733470860138989733028433153108083040329692221807467108544741420957568712040
